"[8461.35, 66.55, 102.71, 46.5, 141.07, 67.28, 63.73, 89.61, 42.55, 100.9, 49.55, 78.12, 130.43, 33.83, 135.85, 100.9, 119.2, 53.15, 147.46, 62.38, 32.18, 78.62, 116.68, 95.72, 62.92, 80.87, 55.05, 26.29, 110.47, 174.09, 76.27, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2]"
"[7707.629999999999, 64.42, 100.7, 45.52, 138.83, 66.22, 62.81, 86.07, 42.32, 100.36, 48.46, 77.47, 129.08, 33.08, 135.17, 100.39, 118.4, 52.42, 144.49, 61.49, 31.61, 77.86, 115.49, 93.12, 63.55, 79.63, 54.05, 26.01, 109.04, 169.84, 75.27, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 3]"
"[6972.589999999999, 63.84, 96.45, 45.27, 133.01, 63.94, 60.27, 83.02, 41.62, 99.5, 46.64, 76.23, 125.4, 31.84, 132.86, 99.22, 115.66, 51.96, 140.97, 59.85, 31.4, 77.18, 112.09, 91.9, 65.03, 81.17, 52.17, 25.41, 106.44, 164.62, 73.79, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 4]"
"[6243.73, 63.63, 96.96, 44.83, 129.99, 63.29, 58.92, 82.13, 41.51, 99.25, 46.28, 74.69, 123.9, 31.51, 131.63, 98.16, 115.48, 51.08, 140.49, 58.87, 31.0, 75.97, 110.16, 90.4, 63.54, 81.05, 52.33, 24.78, 105.99, 163.94, 72.88, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 5]"
"[5511.359999999999, 64.05, 98.53, 45.09, 130.21, 61.47, 58.83, 80.77, 41.58, 99.92, 45.4, 73.69, 125.78, 32.06, 133.23, 97.57, 116.69, 51.25, 140.46, 59.55, 31.07, 76.67, 109.58, 90.5, 64.22, 81.02, 52.3, 25.27, 106.79, 165.73, 73.92, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 6]"
"[4771.699999999999, 64.4, 99.96, 44.93, 131.92, 61.6, 58.96, 82.15, 42.12, 101.46, 44.79, 75.2, 127.49, 32.68, 132.9, 98.24, 117.44, 51.76, 140.86, 59.94, 31.0, 76.51, 112.26, 90.5, 63.62, 81.82, 52.78, 25.35, 107.98, 165.71, 74.76, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 7]"
"[4052.229999999998, 62.85, 97.39, 44.15, 128.12, 60.89, 57.34, 81.33, 41.85, 98.48, 43.63, 75.65, 121.4, 31.91, 131.17, 97.02, 115.12, 50.66, 138.72, 58.78, 30.37, 75.85, 109.23, 88.83, 61.92, 79.93, 51.64, 24.6, 106.06, 158.99, 73.1, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 8]"
"[3324.6799999999985, 63.29, 99.52, 44.87, 129.2, 62.27, 58.2, 85.47, 41.88, 99.11, 44.24, 79.12, 119.62, 32.74, 132.91, 98.89, 116.62, 51.8, 141.18, 58.51, 31.11, 76.15, 110.76, 89.01, 63.06, 81.87, 53.11, 24.66, 106.98, 161.39, 73.8, 9, 9, 9, 9, 9, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 0, 0, 0, 9]"
"[2612.729999999999, 62.91, 97.13, 44.43, 125.63, 59.87, 57.04, 83.67, 41.5, 93.9, 42.96, 77.58, 119.23, 29.76, 130.03, 97.0, 115.18, 51.14, 138.69, 57.56, 30.81, 74.98, 109.27, 85.63, 61.93, 79.93, 50.99, 23.62, 105.1, 155.61, 71.83, 10, 10, 10, 10, 10, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 10]"
"[1901.059999999999, 62.64, 96.66, 44.87, 126.06, 59.03, 57.01, 81.51, 41.92, 93.97, 42.07, 76.4, 119.76, 29.8, 128.11, 97.5, 117.5, 51.34, 138.39, 58.32, 30.69, 76.73, 112.58, 85.24, 62.56, 80.7, 50.56, 23.85, 105.76, 156.82, 71.39, 11, 11, 11, 11, 11, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 0, 0, 11]"
"[1198.4899999999989, 63.03, 96.79, 44.42, 122.14, 58.81, 55.51, 78.98, 41.38, 92.54, 41.32, 73.18, 116.46, 29.59, 121.86, 95.75, 115.78, 50.55, 136.96, 59.04, 30.66, 75.83, 114.79, 84.83, 60.84, 79.45, 50.79, 22.9, 103.65, 153.75, 70.68, 12, 12, 12, 12, 12, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 0, 0, 0, 12]"
"[447.9599999999989, 62.64, 96.3, 45.87, 123.4, 59.69, 55.25, 81.05, 41.39, 94.02, 42.0, 74.1, 120.22, 29.66, 122.91, 95.94, 117.84, 50.92, 137.76, 60.56, 30.58, 76.72, 113.5, 85.57, 61.88, 78.98, 50.48, 22.9, 102.7, 151.65, 71.56, 13, 13, 13, 13, 13, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 0, 0, 0, 13]"
"[0.9999999999989129, 55.06, 101.42, 47.04, 124.61, 60.98, 56.95, 83.54, 42.06, 96.9, 43.22, 76.57, 122.76, 29.925, 122.5, 96.75, 118.4, 51.35, 139.52, 60.88, 30.71, 77.36, 114.33, 86.35, 62.69, 80.84, 52.29, 23.37, 103.14, 156.86, 72.7, 13.0, 14, 14, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14, 0.0, 0, 0, 0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 13.0, 13.0, 0, 0.0, 0, 14]"
"[0.9999999999989129, 55.02, 99.44, 47.03, 124.01, 57.91, 55.66, 80.89, 42.16, 95.29, 42.18, 73.98, 121.71, 29.6, 122.08, 96.4, 119.2, 50.92, 137.57, 60.7, 30.5, 76.85, 113.38, 84.9, 63.45, 78.71, 51.79, 23.17, 102.08, 151.12, 71.74, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 55.09, 99.99, 48.25, 128.01, 59.16, 57.08, 84.12, 42.08, 96.27, 42.46, 76.7, 122.2, 29.94, 122.59, 101.18, 120.43, 51.45, 144.78, 61.11, 30.67, 78.81, 113.96, 85.65, 64.0, 79.44, 52.17, 23.72, 103.25, 154.45, 71.88, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 54.52, 93.42, 49.03, 116.58, 58.32, 57.04, 83.29, 42.09, 94.32, 41.41, 75.29, 121.57, 29.81, 120.96, 102.16, 120.87, 50.37, 145.55, 59.58, 30.52, 78.8, 112.33, 85.81, 63.95, 78.45, 51.22, 23.43, 103.31, 153.72, 70.91, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 52.88, 94.09, 49.01, 118.01, 61.08, 57.28, 85.92, 42.57, 93.53, 41.55, 76.99, 122.28, 29.97, 122.22, 102.27, 122.38, 49.2, 147.32, 61.2, 30.2, 79.82, 111.38, 86.45, 64.22, 77.61, 52.055, 23.105, 104.47, 157.06, 69.33, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 53.5, 97.34, 49.97, 120.13, 62.24, 59.5, 86.47, 42.92, 95.82, 42.0, 77.85, 125.76, 31.02, 124.79, 104.44, 123.78, 50.67, 151.0, 62.01, 30.49, 81.69, 115.16, 87.69, 66.36, 79.72, 55.09, 23.79, 107.04, 161.56, 74.49, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
"[0.9999999999989129, 54.7, 96.43, 50.76, 121.56, 62.7, 58.86, 85.29, 43.0, 95.15, 42.58, 76.29, 126.51, 30.82, 124.83, 104.37, 124.61, 50.75, 148.73, 63.16, 30.17, 81.12, 115.89, 87.56, 67.5, 80.07, 54.71, 23.48, 107.01, 159.65, 74.38, 13.0, 14.0, 14.0, 13.0, 14.0, 0.0, 0, 2.0, 0, 0, 0, 14.0, 0.0, 0, 0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0, 0, 13.0, 13.0, 0, 0.0, 0, 14.0]"
